"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",92,-0.475887906092177,-1.73161116874317,0.0033478676606792,0.0152175802758146,0.00929073322102363,1538,"tags=38%, list=19%, signal=31%","MYO1E/MAPKAPK2/PRAF2/MYC/GLIPR2/PTRH2/HUWE1/DHRS3/PHLDA1/BCL2L1/CTSZ/RHOB/CD81/KLF6/CKAP4/SPP1/CDKN1C/CAPG/MYO1C/GABARAPL1/PTCH1/ITGA6/GPX4/IGF1R/PLIN2/PIM1/COL6A1/AHNAK/HK2/RABGAP1L/PLPP1/SOCS1/ODC1/P4HA1/SLC2A3"
"HALLMARK_GLYCOLYSIS","HALLMARK_GLYCOLYSIS",136,-0.398598320540666,-1.53364960673773,0.00603119452037795,0.0251299771682415,0.0153425123764,647,"tags=20%, list=8%, signal=19%","RBCK1/EGLN3/PKM/PDK3/ALDOA/MPI/PLOD1/EFNA3/PFKP/MXI1/ZNF292/ARPP19/ERO1A/ELF3/HK2/STC2/CLDN3/TPI1/PGAM1/ENO2/AK4/PGK1/P4HA1/SLC16A3/LDHA/MIF/FAM162A"
"HALLMARK_COMPLEMENT","HALLMARK_COMPLEMENT",72,0.482181892292563,1.54106559434461,0.0065803082229283,0.0253088777804935,0.0154517359080908,1407,"tags=29%, list=18%, signal=24%","PPP4C/CALM1/CLU/HSPA5/CALM3/CTSC/LTA4H/PFN1/GNB2/ANXA5/CTSD/CA2/LGMN/LAP3/USP14/TIMP1/CD59/HSPA1A/SIRT6/CTSV/RAF1"
"HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",166,0.396426857576307,1.42081384511304,0.00898034412247251,0.032072657580259,0.0195812014700528,1080,"tags=35%, list=14%, signal=31%","HSPD1/PHGDH/HSPE1/PSAT1/PSMA4/DDX39A/GAPDH/TUBG1/PSMD14/PPA1/CACYBP/DHFR/PSMA3/CALR/UNG/EEF1E1/PSMD13/RRM2/HSPA5/PSMC4/PSMB5/STIP1/NMT1/CCT6A/CTSC/PPIA/LTA4H/PSMC2/ARPC5L/HSP90B1/PRDX1/COPS5/PSMC6/PSME3/EBP/SHMT2/MLLT11/TM7SF2/ENO1/SEC11A/GMPS/SDF2L1/HSPA4/PNO1/HPRT1/MTHFD2/TOMM40/EIF2S2/SERPINH1/MCM2/CDC25A/HSPA9/G6PD/SLC1A5/DDIT4/LGMN/SLC37A4/ACTR3"
"HALLMARK_UV_RESPONSE_DN","HALLMARK_UV_RESPONSE_DN",72,-0.451364796691107,-1.59308453845308,0.0134995436825461,0.0449984789418203,0.0274727555644798,208,"tags=25%, list=3%, signal=25%","MYC/INSIG1/NR1D2/PHF3/LAMC1/PRDM2/ANXA2/RXRA/ATP2B4/PTEN/IGF1R/DBP/RBPMS/GJA1/YTHDC1/IGFBP5/ID1/MT1E"
"HALLMARK_ESTROGEN_RESPONSE_EARLY","HALLMARK_ESTROGEN_RESPONSE_EARLY",89,-0.433522218977306,-1.56788855123862,0.01667928980936,0.0521227806542499,0.031822329241542,574,"tags=30%, list=7%, signal=28%","DHRS3/SCARB1/CXCL12/GREB1/SIAH2/RAB31/MED13L/NBL1/SYNGR1/IGF1R/UNC119/PRSS23/PMAIP1/MPPED2/SCNN1A/FLNB/IGFBP4/SLC16A1/NCOR2/TGIF2/ELF3/STC2/KDM4B/GJA1/PODXL/KRT19/SLC2A1"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",32,0.551247433498184,1.53503668389165,0.0272733125243482,0.0757592014565228,0.0462529861524034,1010,"tags=41%, list=13%, signal=36%","PRDX6/PRDX2/PRDX4/MGST1/TXN/PRDX1/SOD1/STK25/NQO1/HMOX2/EGLN2/NDUFS2/G6PD"
"HALLMARK_P53_PATHWAY","HALLMARK_P53_PATHWAY",119,-0.374562582899818,-1.40882336239504,0.0265015413018984,0.0757592014565228,0.0462529861524034,1185,"tags=24%, list=15%, signal=21%","AEN/NOTCH1/TM7SF3/TGFB1/PTPN14/SERTAD3/CD81/RXRA/TRIAP1/PRKAB1/EI24/TP53/IP6K2/STOM/BLCAP/PPP1R15A/FOXO3/VAMP8/NINJ1/S100A10/RPL18/RPL36/RPS12/EPS8L2/SOCS1/TXNIP/DDIT3/SAT1/FAM162A"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING",23,-0.635794440342656,-1.787313751197,0.0337350053028047,0.0887763297442228,0.0542002855280518,1660,"tags=57%, list=21%, signal=45%","PTPN11/IFNAR1/JUN/HAX1/TGFB1/IFNGR2/TYK2/CD9/STAT3/PIM1/CNTFR/SOCS1/TNFRSF12A"
"HALLMARK_FATTY_ACID_METABOLISM","HALLMARK_FATTY_ACID_METABOLISM",96,0.418185569261666,1.39733774362341,0.0407608695652174,0.101902173913043,0.0622139588100687,1156,"tags=35%, list=15%, signal=31%","HSP90AA1/PRDX6/MDH1/MDH2/APEX1/ADSL/HSD17B10/YWHAH/OSTC/ACAT2/HADH/DLD/SMS/UROD/HIBCH/PCBD1/UGDH/GCDH/SUCLG2/PDHB/SUCLA2/PTS/ACO2/NSDHL/ECHS1/NTHL1/LGALS1/SDHD/CA2/IDH3G/SUCLG1/NCAPH2/ACADVL/ALDH3A2"
"HALLMARK_PEROXISOME","HALLMARK_PEROXISOME",62,0.461537803151808,1.4333524912098,0.0434782608695652,0.10351966873706,0.063201481965784,2312,"tags=47%, list=29%, signal=33%","PABPC1/YWHAH/FDPS/IDH2/CTPS1/SCP2/SLC25A4/PRDX1/SOD1/CADM1/TOP2A/ISOC1/SMARCC1/ITGB1BP1/PRDX5/GSTK1/ELOVL5/ECI2/CLN6/SLC25A17/VPS4B/IDH1/GNPAT/MSH2/SOD2/HSD17B4/ERCC3/FADS1/ECH1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING","HALLMARK_PI3K_AKT_MTOR_SIGNALING",73,0.433899827813941,1.38795699825802,0.0527065527065527,0.11978761978762,0.0731334941861258,542,"tags=19%, list=7%, signal=18%","CFL1/CSNK2B/CDK4/UBE2N/YWHAB/PPP1CA/CALR/CDK1/AP2M1/ARHGDIA/ARPC3/HSP90B1/EIF4E/PFN1"
"HALLMARK_KRAS_SIGNALING_DN","HALLMARK_KRAS_SIGNALING_DN",38,-0.505272784566599,-1.57609597054859,0.0670706812766479,0.145805828862278,0.0890182955159172,1899,"tags=47%, list=24%, signal=36%","CAMK1D/DTNB/SKIL/SNN/PDK2/EDN1/THNSL2/PLAG1/LFNG/SLC25A23/FGFR3/KCNQ2/TNNI3/GPRC5C/TCF7L1/CNTFR/IGFBP2/COL2A1"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING","HALLMARK_WNT_BETA_CATENIN_SIGNALING",25,-0.489232427625334,-1.39753716487516,0.0808625336927224,0.168463611859838,0.102851468293375,1567,"tags=44%, list=20%, signal=35%","ADAM17/HDAC5/CTNNB1/MYC/NOTCH1/NUMB/CSNK1E/TP53/PTCH1/NCOR2/RBPJ"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE",66,-0.391705168078674,-1.35705851924858,0.0862619808306709,0.172523961661342,0.105330418698503,771,"tags=23%, list=10%, signal=21%","SERPING1/LY6E/RNF213/RBCK1/STAT3/UBE2L6/VAMP8/NAMPT/PFKP/B2M/PIM1/IFITM2/SOCS1/TXNIP/MT2A"
"HALLMARK_XENOBIOTIC_METABOLISM","HALLMARK_XENOBIOTIC_METABOLISM",92,0.389281122869905,1.29394462118648,0.091156462585034,0.175300889586604,0.107025806273927,1580,"tags=41%, list=20%, signal=33%","AHCY/ADH5/FBLN1/NMT1/PGD/TMBIM6/APOE/PTGES3/ACP1/CNDP2/ID2/SHMT2/NQO1/UGDH/SLC35B1/DDAH2/GART/MTHFD1/PTS/HPRT1/ACO2/CA2/PYCR1/GSTO1/PTGR1/SLC1A5/CYP26A1/DCXR/HES6/ASL/ALDH2/ARG2/TMEM97/DHPS/ELOVL5/CASP6/DHRS1/PGRMC1"
"HALLMARK_HEDGEHOG_SIGNALING","HALLMARK_HEDGEHOG_SIGNALING",14,-0.544329175208913,-1.36842261867783,0.134663341645885,0.229265545812887,0.139972649022605,1519,"tags=71%, list=19%, signal=58%","TLE1/NF1/RTN1/HEY2/THY1/TLE3/NRP2/PTCH1/MYH9/CNTFR"
"HALLMARK_ANGIOGENESIS","HALLMARK_ANGIOGENESIS",14,-0.539263633561101,-1.35568804172986,0.14214463840399,0.229265545812887,0.139972649022605,1007,"tags=29%, list=13%, signal=25%","SPP1/PTK2/FGFR1/FSTL1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",32,-0.427614627122033,-1.28807152795182,0.127167630057803,0.229265545812887,0.139972649022605,486,"tags=19%, list=6%, signal=18%","LY6E/UBE2L6/B2M/IFITM2/TXNIP/IFITM1"
"HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP",65,-0.360290628107431,-1.25053859624918,0.13915857605178,0.229265545812887,0.139972649022605,2161,"tags=45%, list=27%, signal=33%","DCBLD2/ANGPTL4/STRN/MAP7/PCSK1N/SPRY2/DNMBP/EVI5/MYCN/CCSER2/SDCCAG8/ADAM17/AVL9/GPRC5B/TRIB1/EPHB2/RBM4/SPP1/JUP/AKAP12/ETV5/WDR33/TOR1AIP2/ATG10/PPP1R15A/KIF5C/ERO1A/IGF2/RABGAP1L"
"HALLMARK_HEME_METABOLISM","HALLMARK_HEME_METABOLISM",106,-0.3193477243302,-1.20495663343936,0.140151515151515,0.229265545812887,0.139972649022605,1031,"tags=18%, list=13%, signal=16%","SLC25A37/MARK3/DAAM1/TNRC6B/VEZF1/HDGF/CIR1/YPEL5/NFE2L1/FOXO3/MKRN1/MXI1/SLC6A8/TCEA1/KLF3/TFDP2/ISCA1/BNIP3L/SLC2A1"
"HALLMARK_APOPTOSIS","HALLMARK_APOPTOSIS",86,-0.320330505014228,-1.16009616296885,0.212014134275618,0.331272084805654,0.202250325460294,693,"tags=15%, list=9%, signal=14%","GPX1/GPX4/ERBB3/PMAIP1/DFFA/MCL1/HSPB1/TNFRSF12A/TXNIP/BNIP3L/DDIT3/ENO2/SAT1"
"HALLMARK_UV_RESPONSE_UP","HALLMARK_UV_RESPONSE_UP",98,0.336919743021704,1.13101541516665,0.259459459459459,0.393120393120393,0.240010345273503,901,"tags=19%, list=11%, signal=17%","DNAJA1/MRPL23/BSG/FEN1/STIP1/FKBP4/GGH/TMBIM6/PSMC3/AP2S1/RFC4/SLC25A4/UROD/STK25/CCNE1/POLE3/CREG1/HNRNPU/CA2"
"HALLMARK_PANCREAS_BETA_CELLS","HALLMARK_PANCREAS_BETA_CELLS",10,0.554004996997021,1.20591441159498,0.268041237113402,0.39417828987265,0.240656219080144,818,"tags=40%, list=10%, signal=36%","SRP9/SPCS1/SEC11A/SRP14"
"HALLMARK_BILE_ACID_METABOLISM","HALLMARK_BILE_ACID_METABOLISM",39,0.387964031979892,1.12582632009149,0.295588235294118,0.422268907563025,0.2578062804069,2323,"tags=44%, list=29%, signal=31%","PXMP2/IDH2/SCP2/SOD1/ISOC1/PRDX5/GSTK1/GCLM/CROT/FDXR/IDH1/GNPAT/HSD17B4/SLC29A1/PNPLA8/FADS1/HACL1"
"HALLMARK_MYOGENESIS","HALLMARK_MYOGENESIS",83,0.329817276177012,1.08332676670304,0.331015299026426,0.459743470870035,0.280685487478548,596,"tags=13%, list=8%, signal=12%","CKB/CNN3/EIF4A2/FDPS/CLU/GABARAPL2/ACTC1/TAGLN/TPM3/TPM2/NQO1"
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION",58,0.338036873031221,1.04607158650049,0.395114942528736,0.508279186753301,0.310317819280963,278,"tags=10%, list=4%, signal=10%","NME1/EIF5A/NPM1/UBE2N/EIF3J/MRPL3"
"HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION",95,0.310174702658241,1.03522945073368,0.396457765667575,0.508279186753301,0.310317819280963,678,"tags=14%, list=9%, signal=13%","ARPC2/TUBG1/ACTB/YWHAH/ACTC1/ACTG1/MYL9/HADH/MYL12B/RSU1/PFN1/FSCN1/ACTN1"
"HALLMARK_ESTROGEN_RESPONSE_LATE","HALLMARK_ESTROGEN_RESPONSE_LATE",97,0.308617559938565,1.03321789811319,0.390540540540541,0.508279186753301,0.310317819280963,1962,"tags=37%, list=25%, signal=28%","CKB/GINS2/RNASEH2A/FKBP4/IDH2/NXT1/LSR/ID2/ARL3/UGDH/TOP2A/CDC6/HPRT1/TPBG/CA2/MEST/FABP5/GALE/SOX3/DCXR/ALDH3A2/CCND1/TSPAN13/CDC20/PERP/FDFT1/ELOVL5/ADD3/GLA/PDCD4/PPIF/NAB2/SLC7A5/SORD/CPE/TST"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS","HALLMARK_CHOLESTEROL_HOMEOSTASIS",50,0.343627262555451,1.03439737433544,0.407952871870398,0.509941089837997,0.311332454848461,1048,"tags=22%, list=13%, signal=19%","S100A11/FDPS/CLU/ACAT2/ACTG1/EBP/TM7SF2/ANXA5/NSDHL/FABP5/LGMN"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION",81,-0.27602676284353,-0.990514888664984,0.430555555555556,0.525067750677507,0.320567679361004,439,"tags=6%, list=6%, signal=6%","SCRN1/DST/M6PR/TPD52/BNIP3"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",88,-0.272434920469711,-0.988772544194777,0.462093862815884,0.550111741447482,0.335857694778462,1246,"tags=30%, list=16%, signal=25%","LAMC1/CXCL12/RHOB/TGFB1/BASP1/FGF2/SPARC/PCOLCE/SPP1/SDC4/CALD1/CDH11/CAPG/EMP3/PLOD1/DST/IGFBP4/SLC6A8/FLNA/FSTL1/SFRP1/GJA1/TNFRSF12A/IGFBP2/ENO2/SAT1"
"HALLMARK_ANDROGEN_RESPONSE","HALLMARK_ANDROGEN_RESPONSE",64,0.3109573985869,0.970766350565945,0.508670520231214,0.591477349106063,0.361112486822649,910,"tags=20%, list=11%, signal=18%","PA2G4/XRCC5/XRCC6/ADRM1/SRP19/UBE2I/MYL12A/SMS/ACTN1/KRT8/DBI/CENPN/SPCS3"
"HALLMARK_APICAL_SURFACE","HALLMARK_APICAL_SURFACE",16,-0.350975779792882,-0.912485092442832,0.556122448979592,0.6319573283859,0.385826579435602,2640,"tags=62%, list=33%, signal=42%","THY1/FLOT2/EPHB4/SULF2/DCBLD2/CROCC/LYN/B4GALT1/ADAM10/HSPB1"
"HALLMARK_TGF_BETA_SIGNALING","HALLMARK_TGF_BETA_SIGNALING",37,0.311753588297012,0.890390102569546,0.612708018154312,0.680786686838124,0.415638187753802,1210,"tags=22%, list=15%, signal=18%","FKBP1A/PPP1CA/ID3/RHOA/ID2/SLC20A1/HDAC1/PPM1A"
"HALLMARK_SPERMATOGENESIS","HALLMARK_SPERMATOGENESIS",54,0.288872261194239,0.884281802832082,0.641319942611191,0.697086894142599,0.425589893266008,2042,"tags=24%, list=26%, signal=18%","TALDO1/CDK1/RFC4/VDAC3/EZH2/PSMG1/PEBP1/ZC3H14/NCAPH/IP6K1/CNIH2/SCG5/PGS1"
"HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE",52,-0.261149056264,-0.866050947523447,0.68370607028754,0.712193823216188,0.434813071016199,1516,"tags=29%, list=19%, signal=23%","TAPBP/EDN1/IFNAR1/PDPN/MYC/KIF1B/KLF6/IFNGR2/EMP3/LY6E/FZD5/NAMPT/AXL/ADM/IFITM1"
"HALLMARK_NOTCH_SIGNALING","HALLMARK_NOTCH_SIGNALING",20,0.335759020246969,0.849797656506936,0.681672025723473,0.712193823216188,0.434813071016199,422,"tags=15%, list=5%, signal=14%","PSENEN/SKP1/HES1"
"HALLMARK_COAGULATION","HALLMARK_COAGULATION",39,0.266034788908621,0.77200189379626,0.816176470588235,0.832833133253301,0.508466544512542,2118,"tags=33%, list=27%, signal=25%","CLU/LTA4H/GNB2/ARF4/LGMN/CAPN2/TIMP1/CTSV/GNG12/MSRB2/USP11/PEF1/WDR1"
"HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE",156,-0.215731259232118,-0.844755316736509,0.858974358974359,0.858974358974359,0.52442645074224,1738,"tags=26%, list=22%, signal=21%","CEP250/FARP1/ARFGEF1/NCK1/CD2AP/MID1/MYO1E/MARK4/CSNK1D/ACTN4/SPTBN1/NET1/ABR/DYNC1H1/MAP3K11/WASL/BCR/RANBP9/SPTAN1/KIF1B/FGD4/MARCKS/PXN/ARHGEF2/BCL2L11/PCM1/NUMA1/RALBP1/DYNLL2/CDC42EP1/FLNB/TLK1/MYH9/DST/FLNA/PAFAH1B1/PIF1/VCL/ARHGAP29/EZR/WASF2"
